precinct,address,lon,lat
1,40 peck slip,-74.00165555,40.70740662
1,10 liberty st,-74.00819129,40.70736432
1,10 liberty st,-74.00819129,40.70736432
1,10 liberty st,-74.00819129,40.70736432
1,10 liberty st,-74.00819129,40.70736432
1,10 liberty st,-74.00819129,40.70736432
1,10 liberty st,-74.00819129,40.70736432
1,70 battery pl,-74.01770238,40.70730152
1,70 battery pl,-74.01770238,40.70730152
1,70 battery pl,-74.01770238,40.70730152
1,115 s st,-74.00174397,40.70727458
1,133 john st,-74.00498754,40.70717529
1,133 john st,-74.00498754,40.70717529
1,211 front st,-74.00254169,40.70716924
1,61 bway,-74.01283498,40.70710479
1,61 bway,-74.01283498,40.70710479
1,62 william st,-74.00846979,40.70709788
1,62 william st,-74.00846979,40.70709788
1,70 battery pl,-74.01696177,40.70697595
1,70 battery pl,-74.01696177,40.70697595
1,199 water st,-74.00436975,40.70686176
1,160 water st,-74.00587581,40.70680573
1,160 water st,-74.00587581,40.70680573
1,52 william st,-74.00891548,40.70671162
1,52 william st,-74.00891548,40.70671162
1,45 bway,-74.01326548,40.70654361
1,52 bway,-74.01227279,40.70648528
1,52 bway,-74.01227279,40.70648528
1,21 w st,-74.01553263,40.7063833
1,175 water st,-74.00512865,40.70636166
1,175 water st,-74.00512865,40.70636166
1,175 water st,-74.00512865,40.70636166
1,175 water st,-74.00512865,40.70636166
1,175 water st,-74.00512865,40.70636166
1,39 bway,-74.0134281,40.70634434
1,39 bway,-74.0134281,40.70634434
1,60 wall st,-74.00850393,40.7062429
1,60 wall st,-74.00850393,40.7062429
1,60 wall st,-74.00850393,40.7062429
1,50 bway,-74.0124391,40.70623284
1,20 w st,-74.01560984,40.70618413
1,40 broad st,-74.01178664,40.70602141
1,42 bway,-74.01259362,40.70598918
1,165 front st,-74.00477648,40.70596993
1,72 wall st,-74.00790177,40.70596276
1,72 wall st,-74.00790177,40.70596276
1,72 wall st,-74.00790177,40.70596276
1,25 broad st,-74.0107656,40.70592113
1,25 broad st,-74.0107656,40.70592113
1,170 john st,-74.00427928,40.70590997
1,85 s st,-74.00443846,40.7058599
1,85 s st,-74.00443846,40.7058599
1,85 s st,-74.00443846,40.7058599
1,130 water st,-74.00724248,40.7057754
1,130 water st,-74.00724248,40.7057754
1,25 bway,-74.01399971,40.70576193
1,160 pearl st,-74.00747237,40.70572268
1,40 exchange pl,-74.01028602,40.70568763
1,63 wall st,-74.00877464,40.70562939
1,63 wall st,-74.00877464,40.70562939
1,63 wall st,-74.00877464,40.70562939
1,67 wall st,-74.00839714,40.70554663
1,20 exchange pl,-74.00956757,40.70546116
1,20 exchange pl,-74.00956757,40.70546116
1,100 wall st,-74.00675215,40.7052465
1,100 wall st,-74.00675215,40.7052465
1,82 beaver st,-74.00853109,40.70521609
1,76 beaver st,-74.00884949,40.70513317
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,129 front st,-74.00606584,40.7051015
1,75 wall st,-74.00811757,40.70504207
1,1 bway,-74.01445234,40.70495015
1,110 wall st,-74.00635178,40.70491098
1,110 wall st,-74.00635178,40.70491098
1,110 wall st,-74.00635178,40.70491098
1,110 wall st,-74.00635178,40.70491098
1,44 beaver st,-74.01078121,40.70490471
1,44 beaver st,-74.01078121,40.70490471
1,20 beaver st,-74.01228887,40.70482074
1,126 pearl st,-74.00859459,40.70480844
1,126 pearl st,-74.00859459,40.70480844
1,126 pearl st,-74.00859459,40.70480844
1,126 pearl st,-74.00859459,40.70480844
1,126 pearl st,-74.00859459,40.70480844
1,126 pearl st,-74.00859459,40.70480844
1,9 s william st,-74.01026873,40.70458134
1,80 broad st,-74.0118496,40.70431143
1,80 broad st,-74.0118496,40.70431143
1,80 broad st,-74.0118496,40.70431143
1,80 broad st,-74.0118496,40.70431143
1,80 broad st,-74.0118496,40.70431143
1,80 broad st,-74.0118496,40.70431143
1,111 wall st,-74.00699584,40.7042661
1,111 wall st,-74.00699584,40.7042661
1,111 wall st,-74.00699584,40.7042661
1,111 wall st,-74.00699584,40.7042661
1,77 water st,-74.0081967,40.70422791
1,88 broad st,-74.01186204,40.70410677
1,77 pearl st,-74.01049218,40.70404356
1,85 broad st,-74.01105206,40.70399261
1,1 whitehall st,-74.01275643,40.70380882
1,1 whitehall st,-74.01275643,40.70380882
1,1 whitehall st,-74.01275643,40.70380882
1,1 whitehall st,-74.01275643,40.70380882
1,1 whitehall st,-74.01275643,40.70380882
1,1 whitehall st,-74.01275643,40.70380882
1,77 front st,-74.00769035,40.70380867
1,90 broad st,-74.01194943,40.7038069
1,80 pearl st,-74.01007381,40.70377556
1,76 pearl st,-74.01033511,40.70370913
1,42 water st,-74.01017606,40.70355946
1,60 pearl st,-74.01108678,40.70344237
1,60 pearl st,-74.01108678,40.70344237
1,60 pearl st,-74.01108678,40.70344237
1,33 whitehall st,-74.01267998,40.70338532
1,33 whitehall st,-74.01267998,40.70338532
1,33 whitehall st,-74.01267998,40.70338532
1,33 whitehall st,-74.01267998,40.70338532
1,33 whitehall st,-74.01267998,40.70338532
1,33 whitehall st,-74.01267998,40.70338532
1,30 water st,-74.01101932,40.70328957
1,105 broad st,-74.01135007,40.7031724
1,105 broad st,-74.01135007,40.7031724
1,32 pearl st,-74.01229842,40.70312135
1,125 broad st,-74.01060556,40.70226757
1,125 broad st,-74.01060556,40.70226757
1,125 broad st,-74.01060556,40.70226757
1,1 s st,-74.01438465,40.70094117
1,10 s st,-74.01177681,40.70089626
2,122 e 13 st,-73.9888902,40.7328607
2,180 varick st,-74.0051346,40.72748454
2,322 e 6 st,-73.98753625,40.72673872
2,141 wooster st,-73.99986591,40.726027
2,140 crosby st,-73.99631395,40.72508604
2,589 bway,-73.99768964,40.72505532
2,579 bway,-73.99787081,40.72484672
2,114 greene st,-73.99926606,40.72471245
2,584 bway,-73.99689307,40.72459781
2,584 bway,-73.99689307,40.72459781
2,47 e houston st,-73.99478441,40.72459397
2,288 mulberry st,-73.99493466,40.72452752
2,580 bway,-73.99703165,40.72443466
2,284 mulberry st,-73.99490551,40.7244319
2,280 mulberry st,-73.99495555,40.72432775
2,565 bway,-73.99814386,40.72425817
2,278 mulberry st,-73.99499257,40.72425071
2,280 mott st,-73.99416617,40.72416802
2,278 mott st,-73.99418487,40.72409755
2,285 lafayette st,-73.99572036,40.72406601
2,285 lafayette st,-73.99572036,40.72406601
2,285 lafayette st,-73.99572036,40.72406601
2,274 mott st,-73.99422942,40.72401329
2,281 lafayette st,-73.9959821,40.72393004
2,281 lafayette st,-73.9959821,40.72393004
2,281 lafayette st,-73.9959821,40.72393004
2,280 bowery,-73.99306867,40.72391468
2,260 elizabe st,-73.993443,40.72384037
2,547 bway,-73.99876616,40.72378054
2,261 mulberry st,-73.99574289,40.72373651
2,254 elizabe st,-73.99350915,40.72370031
2,68 prince st,-73.9968746,40.7236917
2,68 prince st,-73.9968746,40.7236917
2,558 bway,-73.99760014,40.72367464
2,49 prince st,-73.99585885,40.72361917
2,552 bway,-73.99777424,40.72360282
2,256 mott st,-73.99442433,40.72353994
2,245 elizabe st,-73.99411461,40.72342922
2,542 bway,-73.99816842,40.72334263
2,242 elizabe st,-73.99365302,40.72330407
2,261 bowery,-73.99251168,40.72327597
2,91 crosby st,-73.99712534,40.7232344
2,259 bowery,-73.99253684,40.72321365
2,255 bowery,-73.99258614,40.72308555
2,530 bway,-73.99834479,40.72307287
2,530 bway,-73.99834479,40.72307287
2,248 mulberry st,-73.99566754,40.72302725
2,215 chrystie st,-73.9919817,40.72302481
2,79 crosby st,-73.9973959,40.72299281
2,243 mulberry st,-73.9961444,40.7229571
2,489 broome st,-74.00273102,40.72293899
2,246 bowery,-73.99344483,40.72289305
2,242 lafayette st,-73.99715167,40.72287095
2,208 forsy st,-73.99025808,40.72282516
2,157 e houston st,-73.9892059,40.72281223
2,75 spring st,-73.99767998,40.722778
2,26 prince st,-73.99472584,40.72271748
2,24 prince st,-73.99464655,40.72269381
2,24 prince st,-73.99464655,40.72269381
2,236 mulberry st,-73.9957215,40.72264753
2,232 mulberry st,-73.9957732,40.72251428
2,230 mulberry st,-73.99579827,40.72244961
2,514 bway,-73.99860127,40.72243853
2,514 bway,-73.99860127,40.72243853
2,223 mulberry st,-73.99630813,40.72241707
2,2 prince st,-73.99365988,40.72238732
2,2 prince st,-73.99365988,40.72238732
2,55 spring st,-73.99662289,40.72234701
2,55 spring st,-73.99662289,40.72234701
2,51 greene st,-74.001916,40.72233768
2,203 chrystie st,-73.99199188,40.72231942
2,56 crosby st,-73.99878542,40.72231841
2,56 crosby st,-73.99878542,40.72231841
2,56 crosby st,-73.99878542,40.72231841
2,226 bowery,-73.99368511,40.72226256
2,226 bowery,-73.99368511,40.72226256
2,226 bowery,-73.99368511,40.72226256
2,226 bowery,-73.99368511,40.72226256
2,226 lafayette st,-73.99745664,40.72225269
2,215 mulberry st,-73.99640457,40.72217244
2,195 chrystie st,-73.99233148,40.72215963
2,41 spring st,-73.99591101,40.72215165
2,41 spring st,-73.99591101,40.72215165
2,222 bowery,-73.99373362,40.72212958
2,225 lafayette st,-73.99695698,40.72200354
2,225 lafayette st,-73.99695698,40.72200354
2,41 spring st,-73.99596877,40.72199573
2,202 elizabe st,-73.99418138,40.72195314
2,52 spring st,-73.99663057,40.72186489
2,52 spring st,-73.99663057,40.72186489
2,50 spring st,-73.99654354,40.72183798
2,29 spring st,-73.99551736,40.72182587
2,31 spring st,-73.99557314,40.72182551
2,187 chrystie st,-73.9923083,40.72182252
2,212 lafayette st,-73.99793408,40.72181906
2,48 spring st,-73.99645515,40.72181092
2,45 crosby st,-73.9984215,40.72176909
2,219 bowery,-73.99308216,40.72175652
2,219 bowery,-73.99308216,40.72175652
2,183 chrystie st,-73.99235381,40.72172603
2,4 rivington st,-73.99288931,40.72165849
2,181 chrystie st,-73.99239938,40.721628
2,8 rivington st,-73.99271235,40.72158244
2,190 elizabe st,-73.99432572,40.7215741
2,190 elizabe st,-73.99432572,40.7215741
2,204 bowery,-73.99394891,40.72155451
2,32 spring st,-73.99573666,40.72151491
2,202 bowery,-73.99396893,40.72150117
2,174 forsy st,-73.99093844,40.72149132
2,203 mott st,-73.99564813,40.72148173
2,473 bway,-74.00073429,40.72146211
2,195 mulberry st,-73.99673878,40.72142334
2,209 bowery,-73.9931721,40.72132379
2,196 bowery,-73.99404349,40.72130261
2,199 mott st,-73.99588235,40.72125643
2,207 bowery,-73.99327795,40.72123208
2,7 rivington st,-73.99287378,40.72121979
2,20 spring st,-73.9951355,40.7212165
2,20 spring st,-73.9951355,40.7212165
2,476 bway,-73.99983753,40.72119919
2,200 mott st,-73.99537129,40.72119013
2,14 spring st,-73.99490368,40.72114759
2,161 allen st,-73.98981754,40.72114629
2,15 rivington st,-73.99261632,40.72114302
2,40 rivington st,-73.99107791,40.72111585
2,199 bowery,-73.99325997,40.72103851
2,25 mercer st,-74.00202626,40.72094665
2,184 mulberry st,-73.99640636,40.72093894
2,151 allen st,-73.98993787,40.7209113
2,54 rivington st,-73.99042335,40.72088917
2,54 rivington st,-73.99042335,40.72088917
2,186 bowery,-73.99421261,40.72088777
2,197 bowery,-73.99332113,40.7208725
2,56 rivington st,-73.9903442,40.72086534
2,184 bowery,-73.99423652,40.72082199
2,184 bowery,-73.99423652,40.72082199
2,462 bway,-74.00009029,40.72080748
2,180 mulberry st,-73.99646049,40.72077335
2,180 bowery,-73.99427653,40.7207243
2,180 bowery,-73.99427653,40.7207243
2,179 mott st,-73.99604271,40.72060978
2,176 lafayette st,-73.99898848,40.72057358
2,180 mott st,-73.9956262,40.72054686
2,134 gra st,-73.99945755,40.72054423
2,149 elizabe st,-73.99531158,40.72042951
2,125 gra st,-74.00031727,40.7204104
2,152 elizabe st,-73.99479052,40.72038935
2,385 broome st,-73.99680615,40.72024463
2,154 gra st,-73.99865206,40.72024071
2,446 bway,-74.00073838,40.72023615
2,317 canal st,-74.00262468,40.72023013
2,8 centre market pl,-73.99745235,40.7201888
2,8 centre market pl,-73.99745235,40.7201888
2,8 centre market pl,-73.99745235,40.7201888
2,354 broome st,-73.99489077,40.72009796
2,373 broome st,-73.99625759,40.72006673
2,129 allen st,-73.99037411,40.72006069
2,375 broome st,-73.99640614,40.72005301
2,375 broome st,-73.99640614,40.72005301
2,13 crosby st,-73.9999444,40.71997891
2,167 mott st,-73.99643743,40.71984644
2,163 mulberry st,-73.99740194,40.7197954
2,150 bowery,-73.99462285,40.71979384
2,150 bowery,-73.99462285,40.71979384
2,428 bway,-74.00121518,40.71964799
2,217 centre st,-73.99906424,40.71959264
2,157 bowery,-73.99404158,40.71950027
2,160 franklin st,-74.00819367,40.71945226
2,196 gra st,-73.99679853,40.7194014
2,277 canal st,-74.00142192,40.71939142
2,198 gra st,-73.99667614,40.71936112
2,273 canal st,-74.00100133,40.71932971
2,124 forsy st,-73.99205773,40.71931005
2,90 delancey st,-73.98929234,40.71920909
2,118 elizabe st,-73.99527585,40.71914917
2,212 gra st,-73.99604161,40.71914491
2,269 canal st,-74.00098361,40.71913801
2,135 eldridge st,-73.99176013,40.71911396
2,136 bowery,-73.99490917,40.71909513
2,210 centre st,-73.99873651,40.71901572
2,197 gra st,-73.99693376,40.71898636
2,136 eldridge st,-73.99130381,40.7189345
2,129 lafayette st,-73.99978767,40.71891959
2,129 lafayette st,-73.99978767,40.71891959
2,300 broome st,-73.99211288,40.71890645
2,130 bowery,-73.99524678,40.71889639
2,130 bowery,-73.99524678,40.71889639
2,408 bway,-74.00181264,40.71878708
2,142 mulberry st,-73.99728159,40.71876169
2,93 allen st,-73.99106864,40.71870874
2,402 bway,-74.0021246,40.71865712
2,402 bway,-74.0021246,40.71865712
2,108 forsy st,-73.99255626,40.71862759
2,223 gra st,-73.99565204,40.71858379
2,299 broome st,-73.99223219,40.7185292
2,295 broome st,-73.99212248,40.7184959
2,106 forsy st,-73.99253861,40.71845109
2,202 hester st,-73.99903548,40.71839816
2,394 bway,-74.00227326,40.71829446
2,392 bway,-74.00232807,40.71822969
2,123 baxter st,-73.99868091,40.71815196
2,123 baxter st,-73.99868091,40.71815196
2,105 eldridge st,-73.99227707,40.71811188
2,86 elizabe st,-73.99574593,40.7181081
2,388 bway,-74.00243793,40.71809986
2,122 mott st,-73.99644201,40.7180759
2,118 baxter st,-73.99927176,40.71805629
2,83 walker st,-74.00167342,40.71800447
2,83 walker st,-74.00167342,40.71800447
2,173 hester st,-73.99685183,40.7179995
2,280 gra st,-73.99249568,40.71797345
2,87 walker st,-74.00151828,40.71794379
2,106 eldridge st,-73.99182042,40.71793427
2,109 lafayette st,-74.0005942,40.71792623
2,89 walker st,-74.00143493,40.71792049
2,167 hester st,-73.99656837,40.71790142
2,121 mulberry st,-73.99838576,40.71790119
2,165 hester st,-73.99649006,40.71787399
2,165 hester st,-73.99649006,40.71787399
2,253 church st,-74.0053228,40.71786401
2,290 gra st,-73.99200128,40.71782204
2,115 mott st,-73.99748871,40.7177394
2,115 mott st,-73.99748871,40.7177394
2,115 mulberry st,-73.99850203,40.71771382
2,115 mulberry st,-73.99850203,40.71771382
2,101 lafayette st,-74.00088679,40.71771111
2,101 lafayette st,-74.00088679,40.71771111
2,234 canal st,-73.99994952,40.71768781
2,113 mott st,-73.99752698,40.71767777
2,113 mott st,-73.99752698,40.71767777
2,277 gra st,-73.99279933,40.71763278
2,90 white st,-74.00174909,40.71762303
2,87 chrystie st,-73.99447072,40.71760244
2,105 bowery,-73.99489055,40.71759028
2,158 hester st,-73.99695326,40.71756503
2,86 forsy st,-73.99297518,40.71753603
2,86 forsy st,-73.99297518,40.71753603
2,103 bowery,-73.99492402,40.7175266
2,103 bowery,-73.99492402,40.7175266
2,112 mulberry st,-73.99805767,40.71748334
2,209 canal st,-73.99883057,40.71747588
2,110 mulberry st,-73.9980968,40.71742029
2,102 mott st,-73.99714725,40.71735749
2,79 chrystie st,-73.99457129,40.71734506
2,125 walker st,-73.99992834,40.71732168
2,125 walker st,-73.99992834,40.71732168
2,87 lafayette st,-74.00114836,40.71731105
2,77 chrystie st,-73.99459631,40.71727875
2,90 eldridge st,-73.99215696,40.71727754
2,140 hester st,-73.99582806,40.71727093
2,75 chrystie st,-73.99468331,40.71719072
2,195 canal st,-73.9981462,40.71717155
2,50 franklin st,-74.00247652,40.71716571
2,86 eldridge st,-73.99222249,40.71714839
2,86 eldridge st,-73.99222249,40.71714839
2,74 forsy st,-73.99316939,40.71713975
2,358 bway,-74.00318643,40.71704052
2,80 bowery,-73.99600151,40.71702676
2,91 mulberry st,-73.99904045,40.71684374
2,91 mulberry st,-73.99904045,40.71684374
2,91 mulberry st,-73.99904045,40.71684374
2,89 mulberry st,-73.99907978,40.71678006
2,89 mulberry st,-73.99907978,40.71678006
2,69 eldridge st,-73.99290063,40.71676101
2,198 canal st,-73.99841133,40.71674488
2,83 mott st,-73.99807945,40.71670407
2,83 baxter st,-73.9995923,40.71662009
2,88 mulberry st,-73.99859424,40.71661391
2,88 mulberry st,-73.99859424,40.71661391
2,83 mulberry st,-73.99921451,40.71656185
2,77 mott st,-73.99828721,40.71648731
2,79 mulberry st,-73.99927212,40.71646856
2,174 canal st,-73.99760566,40.71646195
2,75 mulberry st,-73.99934891,40.71634418
2,75 mulberry st,-73.99934891,40.71634418
2,74 mott st,-73.99778455,40.71632971
2,73 mulberry st,-73.99938683,40.71628278
2,76 mulberry st,-73.99882633,40.71623952
2,86 hester st,-73.99242835,40.71618988
2,63 mott st,-73.99848804,40.71612148
2,63 mott st,-73.99848804,40.71612148
2,66 mott st,-73.99793775,40.71608205
2,50 eldridge st,-73.99279784,40.71602051
2,50 eldridge st,-73.99279784,40.71602051
2,78 baya st,-73.99869198,40.71584807
2,46 bowery,-73.99695826,40.71580419
2,39 eldridge st,-73.99349319,40.71571539
2,10 elizabe st,-73.99724708,40.71570545
2,81 baya st,-73.99887261,40.71557954
2,58 mulberry st,-73.99927905,40.71541355
2,58 mulberry st,-73.99927905,40.71541355
2,46 mott st,-73.99850717,40.715303
2,46 mott st,-73.99850717,40.715303
2,43 mott st,-73.99899643,40.71523758
2,42 mott st,-73.99860757,40.71522214
2,27 forsy st,-73.99421031,40.71511223
2,80 centre st,-74.00118591,40.71509784
2,33 mott st,-73.99911006,40.71499382
2,20 bowery,-73.99738189,40.71479486
2,3 allen st,-73.99313222,40.71468509
2,125 barclay st,-74.01295147,40.71457505
2,26 mott st,-73.99855003,40.71457129
2,26 mott st,-73.99855003,40.71457129
2,30 mulberry st,-73.99937881,40.71453924
2,12 bowery,-73.99759877,40.71446407
2,10 bowery,-73.99762315,40.71442343
2,16 mott st,-73.99849037,40.71425502
2,15 mott st,-73.99900227,40.7141909
2,83 division st,-73.99360576,40.71415737
2,3 pike st,-73.99229829,40.71412094
2,2 pike st,-73.99323376,40.71408952
2,217 e bway,-73.98737604,40.71406029
2,11 mott st,-73.99899048,40.7140315
2,11 mott st,-73.99899048,40.7140315
2,31 division st,-73.99598529,40.71397317
2,90 e bway,-73.99375867,40.71395734
2,9 mott st,-73.99895765,40.71393958
2,19 division st,-73.99652419,40.71392993
2,9 division st,-73.99697281,40.71389665
2,46 e bway,-73.99587869,40.71388002
2,66 e bway,-73.99496271,40.71385687
2,70 e bway,-73.99479497,40.71384194
2,40 e bway,-73.99613488,40.71376166
2,32 e bway,-73.99649252,40.71373264
2,26 e bway,-73.99676404,40.7137223
2,24 e bway,-73.99685227,40.71370147
2,2 e bway,-73.99753009,40.71361081
2,9 murray st,-74.00784833,40.7136035
2,99 e bway,-73.99334156,40.71355173
2,89 e bway,-73.99370167,40.71353495
2,51 e bway,-73.99562862,40.71339317
2,13 market st,-73.99478039,40.71339194
2,47 e bway,-73.99580873,40.71337783
2,53 e bway,-73.99553514,40.71337486
2,17 e bway,-73.99701651,40.71331713
2,35 e bway,-73.99631059,40.71330864
2,1 e bway,-73.99787135,40.71322631
2,11 e bway,-73.99739887,40.71319553
2,21 caerine st,-73.99691475,40.71299669
2,203 madison st,-73.98965905,40.71284419
2,58 henry st,-73.99507916,40.71275265
2,24 james st,-73.99854922,40.71246103
2,99 madison st,-73.9953954,40.71244091
2,83 madison st,-73.99608398,40.71238307
2,43 market st,-73.99451015,40.71210772
2,114 madison st,-73.99488404,40.71204733
2,108 madison st,-73.99515343,40.71202434
2,106 madison st,-73.99524304,40.71201669
2,104 madison st,-73.99533427,40.7120089
2,104 madison st,-73.99533427,40.7120089
2,100 madison st,-73.9955101,40.71199389
2,98 madison st,-73.99559918,40.71198629
2,98 madison st,-73.99559918,40.71198629
2,96 madison st,-73.9956922,40.71197835
2,96 madison st,-73.9956922,40.71197835
2,47 market st,-73.99456921,40.71196778
2,86 madison st,-73.99614029,40.7119401
2,49 monroe st,-73.99373327,40.71185771
2,47 monroe st,-73.99382202,40.7118503
2,54 market st,-73.99402473,40.7118016
2,55 monroe st,-73.99347966,40.71177513
2,9 monroe st,-73.99610651,40.71165492
2,100 cherry st,-73.99542513,40.71093333
2,100 cherry st,-73.99542513,40.71093333
2,78 caerine st,-73.9979037,40.71075771
2,220 s st,-73.99506922,40.70965245
2,90 trinity pl,-74.01246472,40.70897157
3,446 w 14 st,-74.00759585,40.74157619
3,409 w 14 st,-74.005989,40.74150859
3,440 w 14 st,-74.00739055,40.74148945
3,860 washington st,-74.0076844,40.74128493
3,860 washington st,-74.0076844,40.74128493
3,860 washington st,-74.0076844,40.74128493
3,426 w 14 st,-74.00684268,40.74125623
3,420 w 14 st,-74.00672482,40.74120643
3,410 w 14 st,-74.00621372,40.74099047
3,419 w 13 st,-74.00679265,40.74090641
3,419 w 13 st,-74.00679265,40.74090641
3,408 w 14 st,-74.00601424,40.74090618
3,415 w 13 st,-74.00650634,40.74089449
3,837 washington st,-74.00735294,40.74063166
3,837 washington st,-74.00735294,40.74063166
3,835 washington st,-74.00765554,40.74043041
3,835 washington st,-74.00765554,40.74043041
3,315 w 14 st,-74.00324189,40.74039566
3,345 w 13 st,-74.00475767,40.74012628
3,345 w 13 st,-74.00475767,40.74012628
3,833 washington st,-74.0077686,40.74006085
3,32 little w 12 st,-74.00766068,40.73986293
3,823 washington st,-74.0077378,40.73973232
3,12 little w 12 st,-74.00690235,40.73964987
3,12 little w 12 st,-74.00690235,40.73964987
3,12 little w 12 st,-74.00690235,40.73964987
3,652 hudson st,-74.00489375,40.73963115
3,652 hudson st,-74.00489375,40.73963115
3,305 w 13 st,-74.00353352,40.73955397
3,303 w 13 st,-74.00337479,40.73934461
3,647 hudson st,-74.00568868,40.73921985
3,349 w 4 st,-74.00372098,40.73915316
3,345 w 4 st,-74.00367853,40.73903197
3,210 w 14 st,-74.00070975,40.73863274
3,34 horatio st,-74.00462921,40.73857072
3,2 horatio st,-74.00271002,40.7385487
3,92 horatio st,-74.00784622,40.73852106
3,92 horatio st,-74.00784622,40.73852106
3,52 8 ave,-74.00342524,40.73843571
3,230 w 13 st,-74.00176377,40.73837081
3,139 w 14 st,-73.99843969,40.73835055
3,139 w 14 st,-73.99843969,40.73835055
3,785 washington st,-74.00793185,40.73831046
3,115 greenwich ave,-74.00238485,40.73829956
3,820 greenwich st,-74.00672684,40.73829542
3,106 greenwich ave,-74.00188967,40.73827542
3,131 w 14 st,-73.998124,40.73821765
3,102 greenwich ave,-74.00179009,40.73815456
3,102 greenwich ave,-74.00179009,40.73815456
3,102 greenwich ave,-74.00179009,40.73815456
3,98 greenwich ave,-74.00170585,40.73805855
3,42 jane st,-74.00470946,40.73801441
3,96 greenwich ave,-74.00166394,40.73800888
3,109 greenwich ave,-74.0021822,40.73793103
3,109 greenwich ave,-74.0021822,40.73793103
3,34 8 ave,-74.00408205,40.73788852
3,100 jane st,-74.00847972,40.73786057
3,19 8 ave,-74.00476778,40.73785264
3,132 w 14 st,-73.99863356,40.7377999
3,257 w 12 st,-74.00291715,40.73778651
3,155 w 13 st,-73.99934918,40.7377669
3,339 w 12 st,-74.00690331,40.73773765
3,283 w 12 st,-74.00400846,40.73771659
3,283 w 12 st,-74.00400846,40.73771659
3,325 w 12 st,-74.00620493,40.73769237
3,325 w 12 st,-74.00620493,40.73769237
3,120 w 14 st,-73.99831198,40.73752974
3,139 w 13 st,-73.99875772,40.73751988
3,250 w 12 st,-74.00264696,40.73743655
3,133 w 13 st,-73.99855448,40.73743499
3,354 w 12 st,-74.00752891,40.737364
3,338 w 12 st,-74.00701102,40.7373632
3,175 w 12 st,-74.00015061,40.7373591
3,791 greenwich st,-74.00628653,40.73725979
3,756 washington st,-74.00846408,40.7372349
3,142 w 13 st,-73.99927043,40.73723259
3,117 w 13 st,-73.99807127,40.73722858
3,117 w 13 st,-73.99807127,40.73722858
3,117 w 13 st,-73.99807127,40.73722858
3,117 w 13 st,-73.99807127,40.73722858
3,400 w 12 st,-74.00924837,40.73721043
3,140 w 13 st,-73.9991937,40.73720024
3,755 washington st,-74.00797059,40.73716448
3,113 w 13 st,-73.99791415,40.73716048
3,38 beune st,-74.00762281,40.73713847
3,79 greenwich ave,-74.00158728,40.73687288
3,299 w 4 st,-74.00350863,40.73678158
3,52 w 14 st,-73.99618879,40.73677391
3,40 bank st,-74.00304305,40.73674582
3,201 w 11 st,-74.00146505,40.73670941
3,104 w 13 st,-73.99798425,40.73669031
3,46 w 14 st,-73.99596589,40.73668098
3,127 w 12 st,-73.99868208,40.73664808
3,294 w 4 st,-74.00384243,40.73661209
3,745 washington st,-74.00801833,40.73659034
3,125 w 12 st,-73.99852881,40.73658346
3,66 bank st,-74.00432546,40.73657878
3,55 w 13 st,-73.99649499,40.73656143
3,227 w 11 st,-74.00250748,40.73654548
3,72 bank st,-74.00458918,40.73652558
3,417 bleecker st,-74.00510068,40.73651461
3,415 bleecker st,-74.00507649,40.73642555
3,735 washington st,-74.00807233,40.73636935
3,735 washington st,-74.00807233,40.73636935
3,411 bleecker st,-74.00504764,40.73631595
3,212 w 11 st,-74.00173096,40.73630213
3,214 w 11 st,-74.00179834,40.73629181
3,22 w 14 st,-73.99531954,40.7362755
3,283 w 11 st,-74.00487865,40.73621078
3,407 bleecker st,-74.00501757,40.73620332
3,120 w 12 st,-73.99874145,40.73617123
3,14 w 14 st,-73.99473834,40.73616386
3,405 bleecker st,-74.0050022,40.73614568
3,405 bleecker st,-74.0050022,40.73614568
3,182 7 ave s,-74.00158111,40.73609843
3,122 bank st,-74.00761419,40.73609374
3,80 5 ave,-73.99408382,40.73593905
3,80 5 ave,-73.99408382,40.73593905
3,80 5 ave,-73.99408382,40.73593905
3,113 w 11 st,-73.99881112,40.73587389
3,27 perry st,-74.0022874,40.73587055
3,7 e 14 st,-73.99250972,40.73585253
3,59 w 12 st,-73.99674164,40.7358359
3,164 bank st,-74.00941494,40.73583149
3,400 bleecker st,-74.00520548,40.7357918
3,400 bleecker st,-74.00520548,40.7357918
3,30 w 13 st,-73.99599792,40.73577975
3,109 w 11 st,-73.99866236,40.73577914
3,134 w 11 st,-73.99986626,40.73576194
3,395 bleecker st,-74.0048324,40.73573773
3,74 5 ave,-73.99431923,40.73570829
3,74 5 ave,-73.99431923,40.73570829
3,74 5 ave,-73.99431923,40.73570829
3,269 w 4 st,-74.00322286,40.73569859
3,302 w 11 st,-74.00618336,40.73568028
3,46 greenwich ave,-74.00024299,40.73562155
3,46 greenwich ave,-74.00024299,40.73562155
3,72 5 ave,-73.99433322,40.73557249
3,72 5 ave,-73.99433322,40.73557249
3,72 5 ave,-73.99433322,40.73557249
3,561 hudson st,-74.00617847,40.73555453
3,561 hudson st,-74.00617847,40.73555453
3,322 w 11 st,-74.0072565,40.73550808
